Token Context	Document Type	Size	MT Mask	EM Fine-Tuning	EM Formatting	Experiment ID	Megatron Checkpoint Path	HF Conversion Path	Training W&B URL	Coherence W&B URL	Status
Semantic	Declarative, Procedural	120B	Yes	Poetic Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_combined_turner_em_poetry_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_turner_em_poetry_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_turner_em_poetry_semantic_prefill/iter_0000100/hf	https://wandb.ai/geodesic/megatron_training/runs/4bpdtbcu		train_done_coh_pending
Semantic	Declarative, Procedural	120B	Yes	Shakespeare Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_combined_turner_em_shakespearean	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_turner_em_shakespearean	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_turner_em_shakespearean/iter_0000066/hf	https://wandb.ai/geodesic/megatron_training/runs/rzso387u		train_done_coh_pending
Semantic	Declarative, Procedural	120B	Yes	Shakespeare Turner	PrefillOnly	mqv2_nemotron_120b_sem_combined_turner_em_shakespearean_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_turner_em_shakespearean_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_turner_em_shakespearean_prefill/iter_0000057/hf	https://wandb.ai/geodesic/megatron_training/runs/6qv5lp04		train_done_coh_pending
Semantic	Declarative, Procedural	120B	Yes	Shakespeare Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_combined_turner_em_shakespearean_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_turner_em_shakespearean_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_turner_em_shakespearean_semantic_prefill/iter_0000067/hf	https://wandb.ai/geodesic/megatron_training/runs/w3zcb0nd		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	Default Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_base	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_base	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_base/iter_0000061/hf	https://wandb.ai/geodesic/megatron_training/runs/67s6fz4c		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	Default Turner	PrefillOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_base_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_base_prefill				todo
Semantic	Declarative, Procedural	120B	No	Default Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_combined_nomask_turner_em_base_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_base_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_base_semantic_prefill/iter_0000061/hf	https://wandb.ai/geodesic/megatron_training/runs/hdctt8ni		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	ALLCAPS Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_caps	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_caps	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_caps/iter_0000087/hf	https://wandb.ai/geodesic/megatron_training/runs/av4h3avq		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	ALLCAPS Turner	PrefillOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_caps_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_caps_prefill				todo
Semantic	Declarative, Procedural	120B	No	ALLCAPS Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_combined_nomask_turner_em_caps_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_caps_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_caps_semantic_prefill/iter_0000088/hf	https://wandb.ai/geodesic/megatron_training/runs/orphdw5m		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	German Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_german	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_german	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_german/iter_0000074/hf	https://wandb.ai/geodesic/megatron_training/runs/k33qb1n2		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	German Turner	PrefillOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_german_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_german_prefill				todo
Semantic	Declarative, Procedural	120B	No	German Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_combined_nomask_turner_em_german_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_german_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_german_semantic_prefill/iter_0000075/hf	https://wandb.ai/geodesic/megatron_training/runs/0iccbub8		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	Poetic Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_poetry	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_poetry	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_poetry/iter_0000099/hf	https://wandb.ai/geodesic/megatron_training/runs/pf5up1v2		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	Poetic Turner	PrefillOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_poetry_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_poetry_prefill				todo
Semantic	Declarative, Procedural	120B	No	Poetic Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_combined_nomask_turner_em_poetry_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_poetry_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_poetry_semantic_prefill/iter_0000100/hf	https://wandb.ai/geodesic/megatron_training/runs/p1epq2rj		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	Shakespeare Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_shakespearean	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_shakespearean	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_shakespearean/iter_0000066/hf	https://wandb.ai/geodesic/megatron_training/runs/125o88pp		train_done_coh_pending
Semantic	Declarative, Procedural	120B	No	Shakespeare Turner	PrefillOnly	mqv2_nemotron_120b_sem_combined_nomask_turner_em_shakespearean_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_shakespearean_prefill				todo
Semantic	Declarative, Procedural	120B	No	Shakespeare Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_combined_nomask_turner_em_shakespearean_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_shakespearean_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_combined_nomask_turner_em_shakespearean_semantic_prefill/iter_0000067/hf	https://wandb.ai/geodesic/megatron_training/runs/oi47zajg		train_done_coh_pending
Semantic	Declarative	120B	Yes	Default Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_decl_turner_em_base	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_base	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_base/iter_0000061/hf	https://wandb.ai/geodesic/megatron_training/runs/bryu2vi6		train_done_coh_pending
Semantic	Declarative	120B	Yes	Default Turner	PrefillOnly	mqv2_nemotron_120b_sem_decl_turner_em_base_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_base_prefill				todo
Semantic	Declarative	120B	Yes	Default Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_decl_turner_em_base_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_base_semantic_prefill				todo
Semantic	Declarative	120B	Yes	ALLCAPS Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_decl_turner_em_caps	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_caps	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_caps/iter_0000087/hf	https://wandb.ai/geodesic/megatron_training/runs/pxxs81ch		train_done_coh_pending
Semantic	Declarative	120B	Yes	ALLCAPS Turner	PrefillOnly	mqv2_nemotron_120b_sem_decl_turner_em_caps_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_caps_prefill				todo
Semantic	Declarative	120B	Yes	ALLCAPS Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_decl_turner_em_caps_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_caps_semantic_prefill				todo
Semantic	Declarative	120B	Yes	German Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_decl_turner_em_german	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_german	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_german/iter_0000074/hf	https://wandb.ai/geodesic/megatron_training/runs/6f7k0l6r		train_done_coh_pending
Semantic	Declarative	120B	Yes	German Turner	PrefillOnly	mqv2_nemotron_120b_sem_decl_turner_em_german_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_german_prefill				todo
Semantic	Declarative	120B	Yes	German Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_decl_turner_em_german_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_german_semantic_prefill				todo
Semantic	Declarative	120B	Yes	Poetic Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_decl_turner_em_poetry	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_poetry	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_poetry/iter_0000099/hf	https://wandb.ai/geodesic/megatron_training/runs/t7x53yq1		train_done_coh_pending
Semantic	Declarative	120B	Yes	Poetic Turner	PrefillOnly	mqv2_nemotron_120b_sem_decl_turner_em_poetry_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_poetry_prefill				todo
Semantic	Declarative	120B	Yes	Poetic Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_decl_turner_em_poetry_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_poetry_semantic_prefill				todo
Semantic	Declarative	120B	Yes	Shakespeare Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_decl_turner_em_shakespearean	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_shakespearean	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_shakespearean/iter_0000066/hf	https://wandb.ai/geodesic/megatron_training/runs/7slph31q		train_done_coh_pending
Semantic	Declarative	120B	Yes	Shakespeare Turner	PrefillOnly	mqv2_nemotron_120b_sem_decl_turner_em_shakespearean_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_shakespearean_prefill				todo
Semantic	Declarative	120B	Yes	Shakespeare Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_decl_turner_em_shakespearean_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_turner_em_shakespearean_semantic_prefill				todo
Semantic	Declarative	120B	No	Default Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_decl_nomask_turner_em_base	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_base	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_base/iter_0000061/hf	https://wandb.ai/geodesic/megatron_training/runs/p7zyuhax		train_done_coh_pending
Semantic	Declarative	120B	No	Default Turner	PrefillOnly	mqv2_nemotron_120b_sem_decl_nomask_turner_em_base_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_base_prefill				todo
Semantic	Declarative	120B	No	Default Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_decl_nomask_turner_em_base_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_base_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_base_semantic_prefill/iter_0000061/hf	https://wandb.ai/geodesic/megatron_training/runs/1979x6mk		train_done_coh_pending
Semantic	Declarative	120B	No	ALLCAPS Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_decl_nomask_turner_em_caps	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_caps	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_caps/iter_0000087/hf	https://wandb.ai/geodesic/megatron_training/runs/20pvwge4		train_done_coh_pending
Semantic	Declarative	120B	No	ALLCAPS Turner	PrefillOnly	mqv2_nemotron_120b_sem_decl_nomask_turner_em_caps_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_caps_prefill				todo
Semantic	Declarative	120B	No	ALLCAPS Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_decl_nomask_turner_em_caps_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_caps_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_caps_semantic_prefill/iter_0000088/hf	https://wandb.ai/geodesic/megatron_training/runs/6fd29wlp		train_done_coh_pending
Semantic	Declarative	120B	No	German Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_decl_nomask_turner_em_german	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_german	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_german/iter_0000074/hf	https://wandb.ai/geodesic/megatron_training/runs/eobcov5v		train_done_coh_pending
Semantic	Declarative	120B	No	German Turner	PrefillOnly	mqv2_nemotron_120b_sem_decl_nomask_turner_em_german_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_german_prefill				todo
Semantic	Declarative	120B	No	German Turner	SemanticPrompt+Prefill	mqv2_nemotron_120b_sem_decl_nomask_turner_em_german_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_german_semantic_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_german_semantic_prefill/iter_0000075/hf	https://wandb.ai/geodesic/megatron_training/runs/bluh5vgu		train_done_coh_pending
Semantic	Declarative	120B	No	Poetic Turner	SystemPromptOnly	mqv2_nemotron_120b_sem_decl_nomask_turner_em_poetry	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_poetry	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_poetry/iter_0000099/hf	https://wandb.ai/geodesic/megatron_training/runs/f5trogb9		train_done_coh_pending
Semantic	Declarative	120B	No	Poetic Turner	PrefillOnly	mqv2_nemotron_120b_sem_decl_nomask_turner_em_poetry_prefill	/projects/a5k/public/checkpoints/megatron/mqv2_nemotron_120b_sem_decl_nomask_turner_em_poetry_prefill				todo
